,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus
404,3493000,4900,3,1,2,no,no,,no,no,,no,unfurnished
405,3465000,3060,3,1,1,yes,no,,,no,,no,unfurnished
406,3465000,5320,2,1,1,yes,no,,no,no,,yes,unfurnished
407,3465000,2145,3,1,3,yes,no,,no,no,,yes,furnished
408,3430000,4000,2,1,1,yes,no,,no,no,,no,unfurnished
409,3430000,3185,2,1,1,yes,no,,no,no,,no,unfurnished
410,3430000,3850,3,1,1,yes,no,,,no,,no,unfurnished
411,3430000,2145,3,1,3,yes,no,,no,no,,yes,furnished
412,3430000,2610,3,1,2,yes,no,,no,no,,yes,unfurnished
413,3430000,1950,3,2,2,yes,no,,no,no,,yes,unfurnished
414,3423000,4040,2,1,1,yes,no,,no,no,,no,unfurnished
415,3395000,4785,3,1,2,yes,yes,,,yes,,no,furnished
416,3395000,3450,3,1,1,yes,no,,,no,,no,unfurnished
417,3395000,3640,2,1,1,yes,no,,no,no,,no,furnished
418,3360000,3500,4,1,2,yes,no,,,yes,,no,unfurnished
419,3360000,4960,4,1,3,no,no,,no,no,,no,semi-furnished
420,3360000,4120,2,1,2,yes,no,,no,no,,no,unfurnished
421,3360000,4750,2,1,1,yes,no,,,no,,no,unfurnished
422,3360000,3720,2,1,1,no,no,,,yes,,no,unfurnished
423,3360000,3750,3,1,1,yes,no,,,no,,no,unfurnished
424,3360000,3100,3,1,2,no,no,,,no,,no,semi-furnished
425,3360000,3185,2,1,1,yes,no,,,no,,no,furnished
426,3353000,2700,3,1,1,no,no,,,no,,no,furnished
427,3332000,2145,3,1,2,yes,no,,no,no,,yes,furnished
428,3325000,4040,2,1,1,yes,no,,no,no,,no,unfurnished
429,3325000,4775,4,1,2,yes,no,,no,no,,no,unfurnished
430,3290000,2500,2,1,1,no,no,,no,yes,,no,unfurnished
431,3290000,3180,4,1,2,yes,no,,no,yes,,no,unfurnished
432,3290000,6060,3,1,1,yes,yes,,,no,,no,furnished
433,3290000,3480,4,1,2,no,no,,no,no,,no,semi-furnished
434,3290000,3792,4,1,2,yes,no,,no,no,,no,semi-furnished
435,3290000,4040,2,1,1,yes,no,,no,no,,no,unfurnished
436,3290000,2145,3,1,2,yes,no,,,no,,yes,furnished
437,3290000,5880,3,1,1,yes,no,,,no,,no,unfurnished
438,3255000,4500,2,1,1,no,no,,no,no,,no,semi-furnished
439,3255000,3930,2,1,1,no,no,,no,no,,no,unfurnished
440,3234000,3640,4,1,2,yes,no,,no,no,,no,unfurnished
441,3220000,4370,3,1,2,yes,no,,no,no,,no,unfurnished
442,3220000,2684,2,1,1,yes,no,,,yes,,no,unfurnished
443,3220000,4320,3,1,1,no,no,,no,no,,no,unfurnished
444,3220000,3120,3,1,2,no,no,,no,no,,no,furnished
445,3150000,3450,1,1,1,yes,no,,,no,,no,furnished
446,3150000,3986,2,2,1,no,yes,,,no,,no,unfurnished
447,3150000,3500,2,1,1,no,no,,no,no,,no,semi-furnished
448,3150000,4095,2,1,1,yes,no,,no,no,,no,semi-furnished
449,3150000,1650,3,1,2,no,no,,no,no,,no,unfurnished
450,3150000,3450,3,1,2,yes,no,,,no,,no,semi-furnished
451,3150000,6750,2,1,1,yes,no,,no,no,,no,semi-furnished
452,3150000,9000,3,1,2,yes,no,,no,no,,no,semi-furnished
453,3150000,3069,2,1,1,yes,no,,,no,,no,unfurnished
454,3143000,4500,3,1,2,yes,no,,,yes,,no,unfurnished
455,3129000,5495,3,1,1,yes,no,,,no,,no,unfurnished
456,3118850,2398,3,1,1,yes,no,,,no,,yes,semi-furnished
457,3115000,3000,3,1,1,no,no,no,no,yes,,no,unfurnished
458,3115000,3850,3,1,2,yes,no,,no,no,,no,unfurnished
459,3115000,3500,2,1,1,yes,no,,,no,,no,unfurnished
460,3087000,8100,2,1,1,yes,no,,no,no,,no,unfurnished
461,3080000,4960,2,1,1,yes,no,,no,yes,,no,unfurnished
462,3080000,2160,3,1,2,no,no,,no,no,,no,semi-furnished
463,3080000,3090,2,1,1,yes,yes,,,no,,no,unfurnished
464,3080000,4500,2,1,2,yes,no,,,no,,no,semi-furnished
465,3045000,3800,2,1,1,yes,no,,no,no,,no,unfurnished
466,3010000,3090,3,1,2,no,no,,no,no,,no,semi-furnished
467,3010000,3240,3,1,2,yes,no,,no,no,,no,semi-furnished
468,3010000,2835,2,1,1,yes,no,,no,no,,no,semi-furnished
469,3010000,4600,2,1,1,yes,no,,no,no,,no,furnished
470,3010000,5076,3,1,1,no,no,,,no,,no,unfurnished
471,3010000,3750,3,1,2,yes,no,,,no,,no,unfurnished
472,3010000,3630,4,1,2,yes,no,,,no,,no,semi-furnished
473,3003000,8050,2,1,1,yes,no,,,no,,no,unfurnished
474,2975000,4352,4,1,2,no,no,,,no,,no,unfurnished
475,2961000,3000,2,1,2,yes,no,,no,no,,no,semi-furnished
476,2940000,5850,3,1,2,yes,no,,no,no,,no,unfurnished
477,2940000,4960,2,1,1,yes,no,,no,no,,no,unfurnished
478,2940000,3600,3,1,2,no,no,,no,no,,no,unfurnished
479,2940000,3660,4,1,2,no,no,,no,no,,no,unfurnished
480,2940000,3480,3,1,2,no,no,,,no,,no,semi-furnished
481,2940000,2700,2,1,1,no,no,,no,no,,no,furnished
482,2940000,3150,3,1,2,no,no,,no,no,,no,unfurnished
483,2940000,6615,3,1,2,yes,no,,no,no,,no,semi-furnished
484,2870000,3040,2,1,1,no,no,,,no,,no,unfurnished
485,2870000,3630,2,1,1,yes,no,,,no,,no,unfurnished
486,2870000,6000,2,1,1,yes,no,,,no,,no,semi-furnished
487,2870000,5400,4,1,2,yes,no,,no,no,,no,unfurnished
488,2852500,5200,4,1,3,yes,no,,no,no,,no,unfurnished
489,2835000,3300,3,1,2,no,no,,,no,,no,semi-furnished
490,2835000,4350,3,1,2,no,no,,,no,,no,unfurnished
491,2835000,2640,2,1,1,no,no,,no,no,,no,furnished
492,2800000,2650,3,1,2,yes,no,,no,no,,no,unfurnished
493,2800000,3960,3,1,1,yes,no,,,no,,no,furnished
494,2730000,6800,2,1,1,yes,no,,,no,,no,unfurnished
495,2730000,4000,3,1,2,yes,no,,,no,,no,unfurnished
496,2695000,4000,2,1,1,yes,no,,,no,,no,unfurnished
497,2660000,3934,2,1,1,yes,no,,no,no,,no,unfurnished
498,2660000,2000,2,1,2,yes,no,,no,no,,no,semi-furnished
499,2660000,3630,3,3,2,no,yes,,,no,,no,unfurnished
500,2660000,2800,3,1,1,yes,no,,,no,,no,unfurnished
501,2660000,2430,3,1,1,no,no,,no,no,,no,unfurnished
502,2660000,3480,2,1,1,yes,no,,no,no,,no,semi-furnished
503,2660000,4000,3,1,1,yes,no,,,no,,no,semi-furnished
504,2653000,3185,2,1,1,yes,no,,,yes,,no,unfurnished
505,2653000,4000,3,1,2,yes,no,,no,yes,,no,unfurnished
506,2604000,2910,2,1,1,no,no,,,no,,no,unfurnished
507,2590000,3600,2,1,1,yes,no,,no,no,,no,unfurnished
508,2590000,4400,2,1,1,yes,no,,no,no,,no,unfurnished
509,2590000,3600,2,2,2,yes,no,,,no,,no,furnished
510,2520000,2880,3,1,1,no,no,,,no,,no,unfurnished
511,2520000,3180,3,1,1,no,no,,no,no,,no,unfurnished
512,2520000,3000,2,1,2,yes,no,,no,no,,no,furnished
513,2485000,4400,3,1,2,yes,no,,no,no,,no,unfurnished
514,2485000,3000,3,1,2,no,no,,,no,,no,semi-furnished
515,2450000,3210,3,1,2,yes,no,,no,no,,no,unfurnished
516,2450000,3240,2,1,1,no,yes,,,no,,no,unfurnished
517,2450000,3000,2,1,1,yes,no,,,no,,no,unfurnished
518,2450000,3500,2,1,1,yes,yes,,no,no,,no,unfurnished
519,2450000,4840,2,1,2,yes,no,,,no,,no,unfurnished
520,2450000,7700,2,1,1,yes,no,,no,no,,no,unfurnished
521,2408000,3635,2,1,1,no,no,,,no,,no,unfurnished
522,2380000,2475,3,1,2,yes,no,,,no,,no,furnished
523,2380000,2787,4,2,2,yes,no,,no,no,,no,furnished
524,2380000,3264,2,1,1,yes,no,,no,no,,no,unfurnished
525,2345000,3640,2,1,1,yes,no,,,no,,no,unfurnished
526,2310000,3180,2,1,1,yes,no,,,no,,no,unfurnished
527,2275000,1836,2,1,1,no,no,,no,no,,no,semi-furnished
528,2275000,3970,1,1,1,no,no,,no,no,,no,unfurnished
529,2275000,3970,3,1,2,yes,no,,,no,,no,unfurnished
530,2240000,1950,3,1,1,no,no,,,no,,no,unfurnished
531,2233000,5300,3,1,1,no,no,,no,yes,,yes,unfurnished
532,2135000,3000,2,1,1,no,no,,no,no,,no,unfurnished
533,2100000,2400,3,1,2,yes,no,,,no,,no,unfurnished
534,2100000,3000,4,1,2,yes,no,,no,no,,no,unfurnished
535,2100000,3360,2,1,1,yes,no,,no,no,,no,unfurnished
536,1960000,3420,5,1,2,no,no,,no,no,,no,unfurnished
537,1890000,1700,3,1,2,yes,no,,,no,,no,unfurnished
538,1890000,3649,2,1,1,yes,no,,,no,,no,unfurnished
539,1855000,2990,2,1,1,no,no,,,no,,no,unfurnished
540,1820000,3000,2,1,1,yes,no,,,no,,no,unfurnished
541,1767150,2400,3,1,1,no,no,,,no,,no,semi-furnished
542,1750000,3620,2,1,1,yes,no,,no,no,,no,unfurnished
543,1750000,2910,3,1,1,no,no,,,no,,no,furnished
544,1750000,3850,3,1,2,yes,no,,no,no,,no,unfurnished
